epoch,lr,train_loss,train_l_se,train_l_r,train_l_conv,train_l_dyn,train_l_sym,train_gnorm
218,0.001,0.0169189,0.014741174,0.0,0.014091079,0.0,0.020368136,0.26965496
219,0.001,0.017906616,0.01554937,0.0,0.0067898156,0.0,0.02289348,0.32620448
220,0.001,0.018369356,0.014906393,0.014264377,1.9438287e-13,0.0,0.020365242,0.29091793
221,0.001,0.01819165,0.013781316,0.0,0.010850632,0.0,0.043018278,0.18033847
222,0.001,0.016518341,0.014272815,0.0,0.019210238,0.0,0.020534227,0.3156676
223,0.001,0.016190223,0.013662924,0.0,0.014967521,0.0,0.02377624,0.25155103
224,0.001,0.019257244,0.014299592,0.00643797,0.01831175,0.0,0.041307356,0.312604
225,0.001,0.01568226,0.013616474,0.0,0.0014450124,0.0,0.020513348,0.15727438
226,0.001,0.015657743,0.013373539,0.0,0.013014469,0.0,0.021540591,0.22035585
227,0.001,0.018187106,0.013270571,0.0053066416,0.0066538705,0.0,0.043193333,0.22708784
228,0.001,0.015728949,0.0134432865,0.0,0.0024931696,0.0,0.022607299,0.23295471
229,0.001,0.015429561,0.013175843,0.0,0.012210862,0.0,0.0213161,0.19187401
230,0.001,0.015905779,0.013731086,0.0,0.00708683,0.0,0.021038245,0.26973963
231,0.001,0.018177792,0.012794758,0.0065115127,0.032799438,0.0,0.044038884,0.26708764
232,0.001,0.014920668,0.012536135,0.0,0.019636692,0.0,0.021881662,0.16923772
233,0.001,0.014773884,0.012578396,0.0,0.006787357,0.0,0.021276144,0.15660983
234,0.001,0.01710435,0.012756135,0.0,3.1704264e-13,0.0,0.043482143,0.22689
235,0.001,0.015873415,0.012249469,0.013464532,0.02410409,0.0,0.020364525,0.2542954
236,0.001,0.016390663,0.013485534,0.0,0.07645504,0.0,0.021405777,0.37392682
237,0.001,0.017810266,0.013555129,0.0,0.0036160739,0.0,0.04218979,0.3283197
238,0.001,0.014916061,0.012576372,0.0,0.005469289,0.0,0.022849957,0.24843177
239,0.001,0.014820382,0.0123163825,0.0059451982,1.9717303e-08,0.0,0.019094778,0.22131266
240,0.001,0.014108245,0.011761301,0.0,0.02935371,0.0,0.020534065,0.2717267
241,0.001,0.0166131,0.012083744,0.0,0.015679628,0.0,0.043725614,0.2982907
242,0.001,0.014558645,0.012420149,0.0,0.0061822403,0.0,0.020766737,0.2856273
243,0.001,0.014323071,0.011472154,0.0052252333,0.005856907,0.0,0.022698237,0.23228584
244,0.001,0.015374507,0.011133028,0.0,0.021982005,0.0,0.04021658,0.21062414
245,0.001,0.013211127,0.011126109,0.0,0.005025343,0.0,0.020347638,0.23221715
246,0.001,0.014479125,0.012268797,0.0,0.010401709,0.0,0.021063099,0.36961806
247,0.001,0.015368322,0.010311311,0.0043135663,0.026193164,0.0,0.043637212,0.23627803
248,0.001,0.012762621,0.010592062,0.0,0.008336853,0.0,0.020871898,0.19419517
249,0.001,0.012457922,0.010108229,0.0,0.024940122,0.0,0.021002928,0.20841934
250,0.001,0.012205351,0.009971173,0.0,0.004777661,0.0,0.021864014,0.14026739
251,0.001,0.014750131,0.009781315,0.005161837,0.012775735,0.0,0.043248747,0.23119688
252,0.001,0.011845394,0.009626135,0.0,0.014801666,0.0,0.020712428,0.16869241
253,0.001,0.01160587,0.009453111,0.0,0.00077982596,0.0,0.021449607,0.20302676
254,0.001,0.013361939,0.008779358,0.0033496707,0.0074246665,0.0,0.04173366,0.17616054
255,0.001,0.011695006,0.0089661665,0.0,0.046493586,0.0,0.022639016,0.30682668
256,0.001,0.010870883,0.008712598,0.0,0.016327951,0.0,0.019950043,0.20206043
257,0.001,0.0129811205,0.008730671,0.0,2.7334322e-13,0.0,0.042504486,0.21010894
258,0.001,0.010635791,0.008126622,0.0033526993,0.0052348096,0.0,0.02121551,0.18163149
259,0.001,0.010414048,0.007869844,0.0,0.037694898,0.0,0.021672549,0.24063915
260,0.001,0.010917176,0.008495782,0.0,0.0216227,0.0,0.022051666,0.31146014
261,0.001,0.012017494,0.007863145,0.0,0.0021020742,0.0,0.04133329,0.19796388
262,0.001,0.010285219,0.007891894,0.0031623666,0.008304016,0.0,0.019940484,0.252171
263,0.001,0.0088493815,0.006726583,0.0,0.011827381,0.0,0.02004524,0.13572256
264,0.001,0.011073977,0.0070825783,0.0,0.0018358068,0.0,0.039730422,0.20539111
265,0.001,0.009109138,0.0069302544,0.0,0.008611967,0.0,0.020927625,0.24413289
266,0.001,0.009546977,0.007086089,0.0028798652,0.017583901,0.0,0.019970624,0.23843339
267,0.001,0.010849947,0.006793015,0.0,0.0009980316,0.0,0.040469512,0.2288611
268,0.001,0.008529719,0.0062633613,0.0,0.034672186,0.0,0.019196356,0.27133483
269,0.001,0.009040026,0.0065244543,0.0,0.04428455,0.0,0.02072726,0.31197923
270,0.001,0.009034983,0.0064585507,0.0056166803,0.0059852237,0.0,0.019549124,0.16213045
271,0.001,0.009658837,0.005763319,0.0,0.0029450762,0.0,0.03866067,0.16054522
272,0.001,0.007372089,0.0053400197,0.0,0.0015229267,0.0,0.020168401,0.14290306
273,0.001,0.007557028,0.005316637,0.0,0.041974247,0.0,0.01820648,0.2136239
274,0.001,0.009936855,0.0056814775,0.0017702513,0.00029854392,0.0,0.040753677,0.22081679
275,0.001,0.007021482,0.0050185258,0.0,0.0042785797,0.0,0.019601695,0.18130735
