s11,s22,s12,r_calc,theta_rad,theta_pi_coeff,phi_rad,phi_pi_coeff,se_target
-0.034857478,-1.0084231,-0.07531909,1.0118326,4.6778364,1.4890015,1.6453036,0.5237164,1.0
1.026759,0.087797925,-0.096961714,1.0350575,0.08530226,0.027152553,1.6646116,0.5298623,1.0
0.7368763,-0.3898838,0.076828256,0.8371969,5.796527,1.8450918,1.4788986,0.47074804,1.0
-0.3688724,0.45070332,0.4060163,0.70996445,2.2566788,0.7183232,0.96199745,0.3062133,1.0
-0.21688864,-0.756652,-0.42604625,0.8950298,4.4332314,1.4111413,2.0669124,0.65791863,1.0
-0.19173972,0.07941296,-0.56026864,0.5974709,2.7489302,0.8750116,2.786844,0.88707995,1.0
-0.34808877,-0.33667508,0.5424257,0.72714615,3.9103243,1.2446948,0.7288134,0.2319885,1.0
0.6766207,1.0426333,0.23134924,1.2642872,0.99515706,0.31676832,1.3867716,0.4414231,1.0
0.1584776,-0.8123456,-0.24915916,0.86434996,4.9050555,1.5613276,1.8632076,0.59307736,1.0
-0.19406258,0.83487386,-0.18556912,0.8769895,1.799186,0.57269865,1.784006,0.56786674,1.0
-0.7679931,-1.041451,0.20444529,1.3100501,4.076984,1.2977443,1.4140967,0.45012096,1.0
0.6929286,0.32299265,0.46164075,0.89307696,0.4361838,0.13884161,1.0275586,0.32708204,1.0
0.6303869,-0.02178012,-0.44287246,0.7707127,6.2486486,1.9890066,2.182945,0.69485295,1.0
0.13177468,0.9224055,-0.2906046,0.9760366,1.4288967,0.45483193,1.8731202,0.59623265,1.0
0.35451218,-0.61182135,0.3071902,0.770954,5.2375517,1.6671644,1.160965,0.36954662,1.0
-0.61142826,0.5343803,0.06796537,0.814878,2.4233367,0.771372,1.4872937,0.4734203,1.0
-1.1345083,-0.40373906,-0.051417198,1.205304,3.4834886,1.1088288,1.6134684,0.51358294,1.0
-0.78197944,0.3421646,-0.03589747,0.8543168,2.7291303,0.86870915,1.6128277,0.513379,1.0
-1.0043837,-0.009587788,0.015825694,1.004554,3.1511383,1.0030384,1.5550418,0.49498516,1.0
0.18544725,0.90084547,0.32718295,0.97619766,1.3677734,0.43537578,1.2290207,0.39120942,1.0
0.37815893,-0.53955716,-0.34729218,0.7448073,5.323698,1.6945857,2.0558825,0.6544077,1.0
0.54068893,0.45001563,-0.49948633,0.8627544,0.6941284,0.22094792,2.188229,0.69653493,1.0
0.46020085,-0.1507435,0.48170504,0.6830433,5.9666395,1.8992403,0.78804386,0.25084215,1.0
-0.10654119,0.9069174,0.152234,0.92575663,1.6877365,0.5372232,1.4056033,0.4474174,1.0
-0.6039192,-1.1017317,-0.1701232,1.2678616,4.2109637,1.3403914,1.7053835,0.5428404,1.0
0.7577244,0.97215194,-0.26919487,1.2616225,0.90872455,0.289256,1.7858214,0.5684446,1.0
0.19498165,-0.75260854,0.2879917,0.82908183,4.96589,1.5806918,1.2160397,0.38707742,1.0
-0.39625698,0.02381427,0.5269335,0.6597315,3.0815668,0.98089314,0.64564973,0.20551668,1.0
-0.54832095,-0.2738725,-0.50810367,0.79613525,3.60482,1.1474499,2.262971,0.720326,1.0
-0.33228588,0.53931963,-0.37394837,0.7356065,2.122985,0.67576706,2.1040685,0.6697458,1.0
-0.13427798,-0.7945401,0.39045474,0.8954214,4.54497,1.4467088,1.1195838,0.3563746,1.0
1.1135195,0.4280869,0.13354011,1.2004237,0.36702532,0.116827786,1.4593215,0.46451646,1.0
0.5881383,-0.5423231,-0.11693022,0.8085132,5.538293,1.7628933,1.715929,0.5461972,1.0
0.670218,1.1216763,-0.121679306,1.3123093,1.0322063,0.32856146,1.6636512,0.52955663,1.0
0.11981919,-0.90562683,0.13780668,0.9238546,4.8439302,1.5418708,1.4210727,0.4523415,1.0
-0.61546475,0.21134141,0.38577402,0.7564943,2.810823,0.8947127,1.03567,0.329664,1.0
-0.80554444,-0.72445685,-0.3696136,1.1447068,3.874042,1.2331458,1.8995771,0.6046542,1.0
-0.20610099,0.28562844,-0.5218782,0.6296174,2.1958528,0.6989616,2.5479016,0.8110223,1.0
-0.096431896,-0.3909907,0.5402256,0.6738075,4.47058,1.4230298,0.6405776,0.20390218,1.0
0.9010896,0.043936234,0.2742855,0.9429345,0.04872042,0.015508191,1.2756447,0.4060503,1.0
0.69630104,-0.31518933,-0.25583452,0.8059967,5.8581195,1.8646973,1.8937974,0.60281444,1.0
-0.5534762,0.54738045,-0.1742381,0.7976968,2.3617318,0.75176257,1.7909981,0.5700924,1.0
-1.1034294,-0.43876195,0.15713476,1.1978146,3.5200584,1.1204693,1.4392326,0.45812196,1.0
0.11035175,0.60906917,0.47751755,0.7817709,1.3915597,0.4429472,0.9137066,0.29084185,1.0
0.23596779,-0.35549137,-0.49465832,0.65325475,5.29839,1.6865299,2.4298444,0.77344346,1.0
0.901972,0.46098632,-0.3604326,1.075162,0.47247797,0.15039441,1.9126517,0.6088159,1.0
0.7671437,-0.07419595,0.34110922,0.8428345,6.186768,1.9693093,1.1541274,0.36737013,1.0
-0.25295854,0.8492197,0.002612664,0.8860976,1.8602995,0.5921517,1.5678478,0.49906147,1.0
-0.8693249,-1.0917377,-0.022043973,1.3957446,4.0399227,1.2859473,1.5865908,0.50502753,1.0
-0.14262083,0.9188403,-0.0380623,0.9306218,1.7247858,0.54901636,1.6117077,0.5130225,1.0
-0.7167348,-1.136756,0.054251403,1.3449409,4.149838,1.3209344,1.5304481,0.48715675,1.0
0.8551369,0.806314,0.32047236,1.218238,0.75602096,0.24064894,1.3046016,0.41526756,1.0
0.6929151,-0.2551566,-0.30439118,0.79868025,5.9303575,1.8876914,1.9618013,0.62446076,1.0
0.19610035,0.7259023,-0.43854314,0.87046516,1.3069475,0.41601428,2.0987923,0.6680663,1.0
0.303373,-0.400181,0.4569522,0.678959,5.3610473,1.7064743,0.8325135,0.26499727,1.0
-0.7121584,0.34317294,0.20870188,0.8176146,2.6925483,0.8570647,1.3126829,0.4178399,1.0
-0.9769814,-0.06961867,-0.19033025,0.9977801,3.2127314,1.0226442,1.7627263,0.5610932,1.0
1.0312458,0.3251367,-0.23531109,1.1065953,0.30542037,0.09721832,1.7850766,0.5682075,1.0
0.57527053,-0.4927863,0.21812844,0.78826046,5.5748625,1.7745337,1.2904159,0.41075212,1.0
-0.11012229,0.19464974,0.556342,0.59960973,2.085648,0.6638824,0.3822166,0.12166332,1.0
-0.013101955,-0.122464046,-0.5734211,0.58649886,4.6058083,1.4660742,2.9300208,0.93265456,1.0
-0.6757339,0.016039273,-0.42122367,0.79643136,3.117861,0.99244595,2.128087,0.6773911,1.0
-0.82600915,-0.35054335,0.401821,0.9831744,3.5429397,1.1277527,1.1497698,0.36598307,1.0
0.7662403,1.1177105,0.08171903,1.3576003,0.9698381,0.30870906,1.5105662,0.48082817,1.0
0.19223525,-0.87425727,-0.10108866,0.9008325,4.9288287,1.5688949,1.6832502,0.53579515,1.0
-0.85262656,0.2303599,-0.08860265,0.8876306,2.877716,0.91600543,1.6707822,0.5318265,1.0
-1.0872556,-0.8242582,0.10747577,1.3686041,3.7902634,1.2064782,1.492186,0.47497752,1.0
0.38296595,0.7946967,0.41878238,0.9765165,1.1217316,0.35705826,1.1275733,0.3589177,1.0
0.049551908,-0.6950351,-0.40001276,0.80345464,4.7835627,1.5226552,2.0919328,0.6658829,1.0
0.29905993,0.046428,-0.5544644,0.6316828,0.15401697,0.049025122,2.641958,0.84096134,1.0
0.103477426,-0.06524528,0.571047,0.58400273,5.720622,1.8209305,0.21103024,0.06717301,1.0
-0.50888366,0.53967494,0.24163102,0.7801264,2.3268375,0.74065536,1.2558839,0.39976025,1.0
-0.38714978,-1.0512469,-0.22508144,1.1426578,4.3595257,1.38768,1.7690736,0.56311363,1.0
0.022292726,0.9379739,-0.21650104,0.9628939,1.5470339,0.49243617,1.7975794,0.5721873,1.0
0.31507525,-0.74238867,0.19636564,0.8300438,5.1137576,1.6277596,1.3319595,0.42397586,1.0
-0.4473979,0.30672246,0.43532726,0.6955238,2.5406172,0.80870354,0.89451337,0.28473243,1.0
-0.6754413,-0.14853726,-0.45535478,0.82802916,3.3580585,1.0689032,2.153072,0.6853441,1.0
-0.22097695,0.70080453,-0.31894642,0.8010522,1.8762473,0.59722805,1.9803058,0.6303509,1.0
-0.7804146,-0.9110031,0.3011016,1.2367845,4.0040445,1.274527,1.3248698,0.42171913,1.0
1.1480104,0.6495084,0.044171523,1.31975,0.5148691,0.16388792,1.5373205,0.4893443,1.0
0.9400953,-0.10060239,-0.06197893,0.9474922,6.176578,1.9660658,1.6362568,0.5208367,1.0
1.1186099,0.8071925,-0.005338064,1.3794478,0.62507814,0.19896854,1.5746661,0.5012318,1.0
0.87377083,-0.2155304,0.024131887,0.90028393,6.041346,1.9230201,1.5439885,0.4914668,1.0
-0.03763592,0.7714606,0.35326928,0.8493333,1.619543,0.5155165,1.1418233,0.36345363,1.0
-0.4254505,-0.9398413,-0.334438,1.0845083,4.287306,1.3646917,1.8842833,0.599786,1.0
-0.41381326,0.24727175,-0.47091788,0.6739053,2.6029809,0.8285545,2.3445,0.7462775,1.0
-0.56967074,-0.075388156,0.4874212,0.7535168,3.2731645,1.0418806,0.86733425,0.27608106,1.0
0.37155426,1.0819411,0.17639981,1.1574826,1.2400004,0.39470437,1.4178007,0.45129997,1.0
0.52515876,-0.58391875,-0.15978856,0.801427,5.4448557,1.7331513,1.7715216,0.56389284,1.0
-0.33676353,0.6588953,-0.27722162,0.7901927,2.043287,0.65039843,1.9292513,0.61409974,1.0
-0.09067163,-0.9372208,0.2571479,0.9760785,4.615944,1.4693005,1.3041995,0.41513956,1.0
0.51073587,0.15215342,0.51436317,0.7406559,0.28953844,0.092162944,0.8031136,0.255639,1.0
0.24258645,-0.1931739,-0.5344699,0.61791784,5.6106987,1.7859408,2.6158533,0.832652,1.0
0.7487444,0.75706357,-0.37994894,1.1305418,0.7909229,0.25175858,1.9135447,0.60910016,1.0
0.2482906,-0.6243677,0.36216572,0.76331335,5.090883,1.6204783,1.0764399,0.34264144,1.0
-0.886761,0.16069649,0.12292547,0.9095489,2.9623208,0.94293594,1.4352316,0.45684838,1.0
-1.1003203,-0.7304017,-0.14081222,1.328164,3.727614,1.1865363,1.6770163,0.53381085,1.0
0.95286506,0.98551285,-0.141272,1.3780947,0.8022395,0.25536075,1.6734893,0.5326882,1.0
0.32130626,-0.7761474,0.12244263,0.84890205,5.104885,1.6249354,1.4260551,0.45392743,1.0
-0.70184135,0.13708223,0.36167076,0.8013604,2.948703,0.9386013,1.1025512,0.35095295,1.0
-0.85589314,-0.5556949,-0.3804671,1.0890845,3.7174456,1.1832997,1.9276693,0.6135962,1.0
-0.15169877,0.28654736,-0.5327317,0.6236385,2.057688,0.6549824,2.5948675,0.82597196,1.0
-0.040010028,-0.4668298,0.5161224,0.6970748,4.626892,1.4727855,0.7371135,0.2346305,1.0
1.0020541,0.28702998,0.25892144,1.0740293,0.27897194,0.08879952,1.3273232,0.42250007,1.0
0.55722874,-0.45592046,-0.27542725,0.77086157,5.5974493,1.7817234,1.9361696,0.6163019,1.0
-0.69488883,0.40284106,-0.1580283,0.8186112,2.6162183,0.83276814,1.7650603,0.5618361,1.0
-1.0155046,-0.14530975,0.17813702,1.0411999,3.283719,1.0452402,1.3988624,0.4452717,1.0
0.21513687,0.604849,0.48921677,0.8071302,1.2290642,0.39122328,0.9196246,0.2927256,1.0
0.3135797,-0.35892165,-0.4691455,0.6687709,5.430466,1.728571,2.3483021,0.7474878,1.0
0.9071465,0.6687477,-0.3349198,1.1757166,0.63525814,0.20220894,1.8596613,0.59194857,1.0
0.6979654,-0.16210616,0.35280845,0.79869133,6.054976,1.9273586,1.1132667,0.3543638,1.0
-0.034109283,0.9816717,0.023614902,0.9825479,1.6055285,0.5110556,1.5467597,0.4923489,1.0
-0.5381252,-1.1537737,-0.005834194,1.273109,4.275977,1.3610858,1.575379,0.5014587,1.0
-0.27200252,0.8298206,-0.062447466,0.8754926,1.8875449,0.6008242,1.6421853,0.5227238,1.0
-0.89499044,-1.0748072,0.043679792,1.3993306,4.0180254,1.2789772,1.5395765,0.49006242,1.0
0.9843408,0.5393732,0.30059773,1.161985,0.50127083,0.15955946,1.3091272,0.4167081,1.0
0.7832151,-0.09186005,-0.31947333,0.8508392,6.166433,1.9628365,1.9557112,0.62252223,1.0
0.0058356794,0.6215024,-0.45362526,0.7694642,1.561407,0.49701127,2.2012782,0.7006886,1.0
0.22391465,-0.5119707,0.4370776,0.7094283,5.1246805,1.6312364,0.90701675,0.28871238,1.0
-0.6342938,0.44474992,0.1981303,0.79961663,2.5300798,0.8053494,1.3204066,0.42029846,1.0
-1.0150163,-0.20918234,-0.21471539,1.0583563,3.3448348,1.0646939,1.7750907,0.5650289,1.0
0.99456537,0.1678878,-0.22332995,1.0330647,0.16722868,0.053230543,1.7886986,0.56936044,1.0
0.641982,-0.39540496,0.24335931,0.7922813,5.7311473,1.8242807,1.2585862,0.4006204,1.0
-0.06915319,0.07495944,0.57283366,0.58184147,2.3159266,0.7371823,0.17619105,0.05608335,1.0
-0.12727937,-0.3308766,-0.55270076,0.6566258,4.345165,1.3831089,2.5712733,0.8184617,1.0
-0.6253669,0.16216245,-0.4005033,0.76012063,2.8878732,0.91923857,2.1257389,0.67664367,1.0
-0.7573226,-0.5905345,0.4183127,1.047499,3.8038735,1.2108105,1.1599948,0.3692378,1.0
0.56652063,1.1347154,0.106949925,1.2727777,1.1077391,0.3526043,1.4866683,0.4732212,1.0
0.057421666,-0.95805496,-0.0891075,0.9639018,4.772253,1.5190552,1.6633731,0.5294681,1.0
-0.98042727,0.009183133,-0.09945615,0.9855016,3.1322265,0.99701864,1.6718878,0.5321784,1.0
-1.1396167,-0.4983773,0.08337254,1.2466183,3.553852,1.1312262,1.5038674,0.47869584,1.0
0.5641537,0.8046272,0.40341836,1.0622808,0.9593079,0.3053572,1.1812527,0.3760044,1.0
0.12667565,-0.6147173,-0.41960546,0.7549787,4.9156156,1.564689,2.1601028,0.6875821,1.0
0.12078891,0.039589666,-0.5740571,0.5879616,0.3167254,0.10081682,2.9236822,0.93063694,1.0
0.17075472,-0.14217794,0.55568296,0.5984608,5.588854,1.7789874,0.380389,0.121081576,1.0
-0.37334135,0.68137723,0.21752776,0.8068314,2.0720425,0.65955156,1.297811,0.41310608,1.0
-0.11304152,-0.9639459,-0.23593496,0.998817,4.5956526,1.4628416,1.8092645,0.57590675,1.0
0.27222908,1.049892,-0.19098824,1.1012985,1.3170911,0.4192431,1.7450986,0.5554821,1.0
0.47069684,-0.60367507,0.20806488,0.79326546,5.3746405,1.7108011,1.3054028,0.4155226,1.0
-0.46329546,0.23128647,0.45632952,0.69019765,2.678569,0.852615,0.8484355,0.2700654,1.0
-0.6682899,-0.04004198,-0.43914497,0.8006641,3.2014382,1.0190494,2.1513367,0.6847917,1.0
-0.13135135,0.7781914,-0.30273664,0.8452718,1.7380108,0.553226,1.9370853,0.61659336,1.0
-0.58497465,-0.9498311,0.3221038,1.161088,4.1603804,1.3242902,1.2896934,0.41052213,1.0
1.0329248,0.9528511,0.055870745,1.4064069,0.7450964,0.23717155,1.53106,0.4873515,1.0
0.8061509,-0.3100873,-0.03646615,0.8645017,5.91598,1.8831148,1.6129906,0.51343083,1.0
1.1533153,0.61052465,-0.020420218,1.3051028,0.4868626,0.15497318,1.5864434,0.5049806,1.0
0.9564699,-0.081961095,0.0042572743,0.9599846,6.197703,1.97279,1.5663617,0.49858838,1.0
-0.19704615,0.6879593,0.34269768,0.79344624,1.8497494,0.5887935,1.1241865,0.35783967,1.0
-0.6947021,-0.8491275,-0.35882315,1.1542888,4.0266867,1.2817341,1.886895,0.6006173,1.0
-0.30165282,0.29164267,-0.49530303,0.64913404,2.373065,0.75537,2.4387708,0.7762848,1.0
-0.64780307,-0.268164,0.47684962,0.847907,3.5340745,1.1249309,0.9735299,0.30988416,1.0
0.20476168,1.0484537,0.15652522,1.0796678,1.3779253,0.43860722,1.4253083,0.45368972,1.0
0.4299654,-0.6622904,-0.1748707,0.8087512,5.2882085,1.683289,1.7887408,0.56937385,1.0
-0.4373129,0.59324825,-0.2565013,0.78037107,2.2060225,0.70219874,1.905714,0.6066076,1.0
-0.22558802,-0.9713956,0.2736396,1.0341073,4.484203,1.427366,1.3029923,0.41475534,1.0
0.36180547,0.012565589,0.53959405,0.6497868,0.03471628,0.011050534,0.5909404,0.18810217,1.0
0.32787144,-0.15291074,-0.5224888,0.6355123,5.8467984,1.8610936,2.5359805,0.8072276,1.0
0.5136233,0.88605124,-0.36796778,1.0882536,1.0454545,0.33277848,1.9157223,0.6097933,1.0
0.09834274,-0.68738693,0.3873966,0.7951404,4.854492,1.5452328,1.0619097,0.33801633,1.0
-0.797085,0.28349864,0.13941717,0.85741067,2.7998762,0.89122826,1.4074687,0.4480112,1.0
-1.0370475,-0.90599424,-0.12009188,1.3822862,3.8596454,1.2285632,1.6577852,0.5276894,1.0
-0.43373027,0.68817854,-0.1151876,0.8215715,2.133168,0.6790084,1.7114638,0.54477584,1.0
-0.1616515,-1.0428483,0.13529491,1.06394,4.5586033,1.4510485,1.4432871,0.45941254,1.0
0.837707,0.30864528,0.3922327,0.9751212,0.3530076,0.11236581,1.1568342,0.36823177,1.0
0.45421356,-0.4284555,-0.3721584,0.7269016,5.526961,1.7592863,2.1082835,0.67108744,1.0
0.39722252,0.5237836,-0.5085678,0.8311295,0.92195904,0.29346868,2.2292564,0.7095943,1.0
0.09575984,-0.35418674,0.5264551,0.64169556,4.9764414,1.5840504,0.6086641,0.1937438,1.0
-0.8359673,0.05941917,0.28749233,0.8860157,3.0706336,0.977413,1.2403369,0.39481148,1.0
-1.0207318,-0.4916116,-0.2697086,1.1646106,3.5904338,1.1428705,1.804505,0.5743918,1.0
1.0198942,0.87401867,-0.17060062,1.3539562,0.70852655,0.225531,1.6971338,0.5402144,1.0
0.8110936,-0.25588652,0.15176876,0.8639355,5.977585,1.9027243,1.3942087,0.44379038,1.0
-0.055800665,0.5225777,0.48119247,0.71256393,1.6771729,0.5338607,0.82942873,0.26401535,1.0
-0.32559192,-0.5757509,-0.4999869,0.8291478,4.1977177,1.336175,2.218069,0.7060333,1.0
-0.63255376,0.26829207,-0.34553632,0.76909053,2.74045,0.87231225,2.0367546,0.6483191,1.0
-0.8314607,-0.019585613,0.32892457,0.89437234,3.165144,1.0074966,1.194185,0.38012087,1.0
0.24171783,1.098227,0.017616848,1.1246512,1.3541523,0.43104005,1.5551314,0.49501368,1.0
0.46623477,-0.67983186,-0.034120705,0.8250518,5.313527,1.6913482,1.612164,0.51316774,1.0
0.14033361,1.059017,-0.049683306,1.0694292,1.4390508,0.45806408,1.6172708,0.5147933,1.0
0.42438045,-0.70995224,0.06971131,0.8300546,5.251159,1.6714958,1.4867133,0.47323552,1.0
-0.51343316,0.46156064,0.30895928,0.756378,2.4093475,0.76691914,1.1500169,0.36606175,1.0
-0.9838298,-0.33763418,-0.28882334,1.0795077,3.472182,1.1052299,1.8416468,0.58621436,1.0
-0.13806383,0.5602837,-0.44334543,0.7276913,1.8124006,0.576905,2.22591,0.7085291,1.0
-0.48552313,-0.6731254,0.46115342,0.9494698,4.0875125,1.3010956,1.0636375,0.33856633,1.0
1.0786712,0.488539,0.20393705,1.201579,0.42526972,0.13536756,1.4002465,0.4457123,1.0
0.9232303,-0.045182817,-0.1860916,0.9428816,6.2342844,1.9844342,1.7694654,0.5632383,1.0
-0.7229965,0.2873383,-0.2496453,0.817074,2.7633064,0.8795877,1.8812973,0.5988355,1.0
-0.92178035,-0.9112576,0.23087515,1.3165761,3.9212503,1.2481728,1.3945247,0.443891,1.0
0.2599059,0.3914027,0.5419043,0.71722203,0.98461646,0.31341314,0.7142878,0.22736487,1.0
0.03915635,-0.21586701,-0.5607779,0.6021658,4.891829,1.5571175,2.7686749,0.8812966,1.0
0.7099413,0.06879218,-0.42429915,0.82992697,0.09659683,0.030747725,2.1074336,0.6708169,1.0
0.5317206,-0.27189165,0.407749,0.72312593,5.8105044,1.849541,0.9717321,0.30931193,1.0
-0.50591296,0.6355818,0.07861051,0.8161444,2.2430837,0.7139957,1.4743274,0.469293,1.0
-0.33010164,-1.109026,-0.09519371,1.16102,4.4230895,1.4079131,1.65288,0.526128,1.0
1.0985491,0.27073792,-0.07595948,1.1339661,0.24163511,0.07691485,1.6378323,0.52133816,1.0
0.65917844,-0.47548503,0.09303803,0.8180821,5.658287,1.8010887,1.4568228,0.46372107,1.0
-0.23367842,0.51592755,0.43152907,0.7120423,1.9960831,0.635373,0.91971844,0.29275545,1.0
-0.034921847,-0.7131871,-0.41434702,0.82555366,4.663462,1.484426,2.096593,0.6673662,1.0
-0.29073438,0.038535126,-0.5485694,0.62204486,3.0098166,0.95805436,2.6506329,0.84372264,1.0
-0.20633447,-0.12334435,0.5679385,0.61671865,3.6803844,1.1715027,0.40040362,0.12745243,1.0
0.85175204,0.94744325,0.24755904,1.2978505,0.8385337,0.26691356,1.3788749,0.4389095,1.0
0.26083478,-0.7599798,-0.2281569,0.8352602,5.0430045,1.6052382,1.8474693,0.5880677,1.0
-0.0863905,0.89129925,-0.20093319,0.9177428,1.667421,0.5307566,1.7915273,0.5702608,1.0
-0.5593361,-1.0938215,0.18485259,1.2423658,4.239695,1.3495368,1.4214511,0.45246193,1.0
0.6826759,0.54342145,0.45078722,0.98212135,0.67230743,0.2140021,1.0939344,0.34821013,1.0
0.49944007,-0.1486777,-0.46697572,0.6997226,5.99385,1.9079018,2.3014717,0.7325812,1.0
0.38210097,0.9613596,-0.31470782,1.0813206,1.1924825,0.37957895,1.8661103,0.59400135,1.0
0.49265674,-0.4983331,0.2963367,0.7608298,5.492059,1.7481767,1.170717,0.37265077,1.0
-0.6868137,0.45609006,0.048372686,0.82587594,2.5553923,0.8134066,1.5121914,0.48134547,1.0
-1.07643,-0.19529411,-0.066781245,1.0960388,3.321068,1.0571288,1.6317638,0.51940656,1.0
-0.6545116,0.4963761,-0.010666582,0.8215159,2.4927425,0.7934646,1.5837808,0.50413305,1.0
-1.114844,-0.30144843,0.027806846,1.1552148,3.4056728,1.0840592,1.5467234,0.49233732,1.0
0.05872541,0.8257943,0.3479033,0.8980098,1.499802,0.4774018,1.1729693,0.37336773,1.0
0.3015541,-0.62608325,-0.33080047,0.7696389,5.1612506,1.6428771,2.0150814,0.6414203,1.0
0.6255736,0.39428407,-0.48299465,0.8832248,0.56238437,0.17901249,2.1493979,0.68417454,1.0
0.45370102,-0.07034101,0.5024254,0.68060535,6.1293716,1.9510396,0.7403927,0.2356743,1.0
-0.28802803,0.78166413,0.16421513,0.84907335,1.9238391,0.612377,1.3761648,0.43804684,1.0
-0.938572,-0.99495757,-0.14489233,1.375446,3.9561448,1.25928,1.6763343,0.5335938,1.0
0.42680818,1.0062271,-0.27976644,1.1282408,1.1696316,0.3723053,1.8213775,0.57976246,1.0
0.02073556,-0.87913334,0.26360655,0.918038,4.735971,1.5075064,1.2795553,0.4072951,1.0
-0.41074538,0.09041561,0.5118514,0.6624791,2.9249225,0.9310317,0.6878225,0.2189407,1.0
-0.45681545,-0.31329966,-0.52797824,0.76524377,3.742748,1.1913537,2.3322134,0.74236655,1.0
-0.38928786,0.45424092,-0.393823,0.7162237,2.2793446,0.7255379,2.1529932,0.685319,1.0
-0.27073964,-0.8580809,0.3753726,0.9749397,4.4067574,1.4027144,1.1755655,0.37419412,1.0
1.0324463,0.11027159,0.109154955,1.0440402,0.106402755,0.033869047,1.4660544,0.4666596,1.0
0.71030694,-0.4017004,-0.12750183,0.82592726,5.7684965,1.8361694,1.7257904,0.54933614,1.0
-0.7254023,0.37936586,-0.13500625,0.8296708,2.6597362,0.84662026,1.7342459,0.5520276,1.0
-1.015638,-0.076119624,0.115463056,1.0250105,3.2164004,1.023812,1.457911,0.4640675,1.0
0.24046221,0.8554065,0.37244707,0.96346205,1.2967598,0.41277146,1.1738851,0.37365922,1.0
0.3764704,-0.46964857,-0.39195722,0.71828276,5.388105,1.715087,2.1480045,0.6837311,1.0
0.41984928,0.4027971,-0.5261797,0.7844641,0.7646727,0.24340287,2.3060164,0.7340278,1.0
0.3780186,-0.15161029,0.5088565,0.65178114,5.9017606,1.8785887,0.6749843,0.21485417,1.0
-0.15209687,0.7980086,0.26998404,0.85606223,1.759133,0.5599494,1.2499404,0.39786837,1.0
-0.6271569,-0.9900012,-0.2872037,1.2066126,4.147707,1.3202561,1.811128,0.57649994,1.0
0.78258955,1.0778172,-0.15204395,1.3406168,0.9427757,0.3000948,1.6844543,0.53617847,1.0
0.19445704,-0.84331447,0.17031223,0.8820426,4.9390144,1.5721371,1.3764875,0.43814957,1.0
-0.49395865,0.013536052,0.4997117,0.7027732,3.1141963,0.9912794,0.7797962,0.24821682,1.0
-0.636651,-0.29519382,-0.48148087,0.8510509,3.5757535,1.1381977,2.1721373,0.69141275,1.0
-0.3395835,0.59726036,-0.32921293,0.7618517,2.0877838,0.6645622,2.017641,0.6422351,1.0
-0.12133,-0.85523623,0.3452612,0.93024474,4.571462,1.4551415,1.1905482,0.37896323,1.0
1.1351407,0.39391014,0.033832338,1.2020208,0.33401257,0.1063195,1.5426464,0.49103957,1.0
0.61613727,-0.53710645,-0.017892001,0.8175748,5.5662093,1.7717794,1.5926824,0.50696653,1.0
0.9938106,0.002135979,-0.06942268,0.9962347,0.0021492785,0.0006841366,1.640538,0.52219945,1.0
0.7814942,-0.34032226,0.049958725,0.8538432,5.8724747,1.8692667,1.5122526,0.48136494,1.0
-0.4059151,0.5880339,0.28911197,0.7708026,2.174977,0.6923167,1.1863142,0.37761554,1.0
-0.18810628,-0.92327255,-0.30868384,0.991515,4.511401,1.4360236,1.8873838,0.6007729,1.0
-0.50545037,0.1609952,-0.46087795,0.70271474,2.8332343,0.90184647,2.2861092,0.7276911,1.0
-0.6903639,-0.5734682,0.4436341,1.0011389,3.8347602,1.2206421,1.1117098,0.35386822,1.0
0.5873678,1.091839,0.18636706,1.2537328,1.0772424,0.34289688,1.4215937,0.45250732,1.0
0.10227176,-0.8803883,-0.20364837,0.9094041,4.8280373,1.536812,1.7966475,0.57189065,1.0
-0.20266242,0.79806,-0.2311503,0.85522056,1.8194834,0.57915956,1.8444817,0.5871167,1.0
-0.7601239,-0.9966023,0.24935693,1.2779607,4.0607996,1.2925926,1.3744155,0.43749005,1.0
0.2769025,0.1365427,0.56050277,0.639908,0.4581184,0.14582361,0.50347453,0.16026092,1.0
0.3349693,-0.016711202,-0.54219264,0.63753945,6.233338,1.984133,2.5876284,0.82366765,1.0
0.12556484,0.7618472,-0.4080374,0.87331104,1.4074485,0.44800478,2.056952,0.65474814,1.0
0.291102,-0.48457262,0.42402396,0.70664513,5.253352,1.6721939,0.92723006,0.2951465,1.0
-0.5948412,0.54377025,0.0949053,0.8114981,2.4010181,0.7642678,1.4535774,0.46268803,1.0
-1.1315606,-0.42083505,-0.0788857,1.2098572,3.4976487,1.1133361,1.6360451,0.5207693,1.0
0.3552135,1.1152836,-0.09332642,1.1741992,1.2624582,0.4018529,1.6503612,0.52532625,1.0
0.51866823,-0.6244381,0.0756843,0.8152716,5.4055214,1.7206309,1.4778292,0.47040763,1.0
-0.51554334,0.27732417,0.41405863,0.7170343,2.6480665,0.8429057,0.95518225,0.30404395,1.0
-0.70074743,-0.08139421,-0.43180427,0.82711965,3.257228,1.0368078,2.1200583,0.6748355,1.0
-0.00037683663,0.17701115,-0.56821364,0.5951469,1.5729252,0.50067765,2.8395982,0.90387213,1.0
-0.15709557,-0.36077878,0.5482811,0.67487216,4.3017135,1.3692778,0.6225021,0.19814856,1.0
1.036239,0.71526533,0.22788174,1.2795804,0.6041532,0.19230793,1.3917503,0.4430079,1.0
